Mol_i	Mol_j_nearest	extracted_value	Distance_nm	NN_Distance_nm
363	41	0.0098658545407517	0.469237	25.771
365	1408	0.0892864153649485	0.530263	35.045
367	1235	0.0128798344988819	0.838232	48.808
368	526	0.0119233447735631	0.890333	14.88
369	473	0.0324152248177487	0.692598	68.128
36	536	0.024012768537985	0.545312	49.25
370	1376	0.0158694304947971	0.562557	24.917
371	568	0.0311819101315509	0.683969	21.104
372	868	0.0454228385010133	0.621373	38.8
373	1250	0.0539184055102621	0.529573	28.729
374	930	0.0795753578858861	0.591604	36.304
375	1412	0.0035165082855332	0.854267	18.621
376	143	0.1191683185595658	0.604839	38.083
377	1225	0.0312873282613462	0.568693	54.311
378	121	0.0454720488937113	0.628378	43.312
379	542	0.091582553129279	0.448468	29.865
380	730	0.0783996560730608	0.708062	41.362
381	1185	0.0732431497973192	0.720488	28.202
382	220	0.0015568344888369	0.669906	57.611
383	925	0.0103703756558	0.588033	55.569
384	1065	0.1503731029071056	0.539428	29.008
386	1486	0.0294502592513005	0.561419	46.451
387	217	0.0209740403770921	0.787942	72.134
389	1288	0.0222163858210032	0.640412	1.496
38	228	0.1244479877419305	0.66177	44.547
390	1150	0.0928908886724615	0.503538	34.846
391	56	0.0008669964529608	0.852479	89.148
393	742	0.0570226430138149	0.713089	36.953
394	1115	0.0107999680952804	0.538034	17.253
395	1392	0.0142416525920092	0.679713	54.054
396	499	0.018189761931622	0.524463	16.222
398	768	0.0282754239895445	0.470923	25.889
399	811	0.040980294550067	0.572842	33.304
39	1448	0.0033682597169001	0.808718	46.997
3	1380	0.0049875735420251	0.563534	24.204
400	581	0.0009567468086238	0.518959	20.024
401	967	0.0674131088379488	0.60104	19.312
402	1142	0.0206542705088266	0.493199	28.938
403	1294	0.0258770305502631	0.651449	14.166
404	323	0.0169177146855925	0.520136	11.757
405	460	0.0978304678307978	0.479749	46.639
406	1049	0.1081486399996265	0.640516	28.252
408	1269	0.2093950245433532	0.48421	28.45
409	944	0.0221308180181586	0.711253	51.472
411	1213	0.0205742852631806	0.646189	89.802
412	540	0.0298890222588377	0.481948	23.582
413	91	0.0074043853899266	0.756272	88.91
414	376	0.0745312399439214	0.682173	49.58
415	1329	0.0222145754109717	0.756979	77.345
418	592	0.0017925083748339	0.631178	39.452
419	855	0.0640545717217998	0.511005	7.95
41	363	0.0911798997289087	0.469237	25.771
421	1105	0.0404523826885747	0.614529	37.728
422	1228	0.0393646822345378	0.577367	26.203
423	1271	0.007682736725772	0.720091	45.812
424	1462	0.0430562835593574	0.602287	46.855
425	681	0.1136286662195536	0.424388	25.945
426	400	0.1026321616818232	0.681474	36.304
427	592	0.1004893610271992	0.527712	29.158
429	1268	0.0109106100990757	0.580088	53.051
42	978	0.0092124272819108	0.72764	51.73
430	297	0.0121671338493189	0.59012	22.486
431	1019	0.1224932981605384	0.523195	41.383
432	1452	0.0203176321966168	0.614523	19.365
433	1264	0.1201302267665085	0.751049	66.002
434	1069	0.0285644919354972	0.779719	85.138
436	1163	0.0976640382456857	0.615621	53.127
437	1350	0.0522053841767145	0.625965	61.506
438	1384	0.022105060903381	0.849723	79.432
439	931	0.0712459373142546	0.455084	18.546
43	457	0.0125076709724312	0.893228	26.501
440	1344	0.0319198204630719	0.773632	70.731
441	870	0.0861096374123627	0.562318	31.606
442	520	0.0159884536808299	0.570154	32.027
443	621	0.0143685727877364	0.676742	67.793
444	1378	0.0144212959638104	0.626448	41.053
446	816	0.0063682128387189	0.784867	29.611
447	692	0.0802809227246754	0.486667	35.467
448	17	0.0351171053309698	0.543449	38.88
449	1151	0.1776621861336438	0.445066	22.58
44	685	0.1549033815624613	0.630551	39.836
450	1061	0.0393864079324469	0.734359	49.298
451	1127	0.0448943280152036	0.8163	35.195
452	501	0.0843372451342753	0.611841	11.167
453	190	0.0360159333839594	0.727957	29.265
454	1329	0.0096238908131645	0.775993	24.635
455	1243	0.0281970776914954	0.640023	87.032
456	1053	0.1696183036901448	0.537364	21.84
457	218	0.0522710810789759	0.601309	15.667
458	122	0.0172442779542514	0.611523	44.684
45	1190	0.0035280454238154	0.70424	62.835
460	405	0.008253624007425	0.479749	46.639
461	1449	0.0123484769612117	0.735604	53.319
462	227	0.009412337704294	0.850153	25.531
464	672	0.1536261121985986	0.744734	26.417
465	716	0.0439902915375036	0.591364	80.18
466	276	0.0479744757595151	0.562218	57.114
467	275	0.0119967448959259	0.417312	15.756
469	1189	0.0251097324370915	0.809711	61.587
470	1386	0.0069673962476549	0.474567	25.641
471	359	0.082900360522933	0.523651	23.639
472	1303	0.0035810519021844	0.68159	38.03
473	830	0.017806226676487	0.572104	41.69
475	613	0.0009824533826089	0.58253	33.187
477	1285	0.0012034880038675	0.795057	75.912
479	1189	0.0313752808435905	0.671509	41.083
47	1068	0.006022154050987	0.513416	21.353
480	1065	0.0552135821332318	0.526092	21.283
481	294	0.0065847599631585	0.597423	40.951
482	73	8.291807828726534e-05	0.84216	39.176
483	1437	0.1210927221896014	0.468106	22.369
484	1488	0.0019389539895755	0.73359	86.763
485	703	0.0097543414582412	0.816444	30.711
486	684	0.006870331039831	0.564039	23.171
487	106	0.2328937320743024	0.485915	30.193
489	383	0.0369659339582709	0.595899	20.563
48	1402	0.1286616687899596	0.442329	26.857
490	808	0.1391107316755344	0.414976	25.402
491	1100	0.0717087419564683	0.589403	65.358
492	691	0.0798813904277921	0.650423	38.659
494	1428	0.0718518857362325	0.562432	41.019
495	1168	0.0594475449320943	0.765369	59.96
496	795	0.0206959465214184	0.5454	23.78
497	1055	0.0030845134728295	0.714971	38.098
498	94	0.0490356404429045	0.588433	25.372
499	396	0.0346766824928688	0.524463	16.222
49	1259	0.0780938081100162	0.559993	25.749
501	452	0.0023815732101719	0.611841	11.167
502	666	0.0602872317978034	0.484321	17.586
503	1423	0.0151361367592122	0.762923	46.304
504	1156	0.0220358028634175	0.44843	22.445
505	1433	0.0077706262477773	0.804193	83.622
508	692	0.0203829954188131	0.812612	58.89
509	547	0.0420477758656191	0.558973	15.601
510	1420	0.0262904320661411	0.67617	43.7
511	816	0.0082840422842671	0.538074	16.798
513	897	0.0018272937306416	0.467507	37.745
514	908	0.0212983602630256	0.618478	70.965
517	7	0.0172954239931867	0.824943	54.684
518	1349	0.0142805038682664	0.818667	39.197
519	569	0.0030326682006845	0.785604	19.503
520	442	0.0575125022163274	0.570154	32.027
521	1373	0.1703489498065835	0.479386	18.226
522	174	0.0229520922032322	0.675543	72.722
523	406	0.0016801722200752	0.835124	18.762
524	926	0.00189712075287	0.635768	10.694
525	249	0.0552452220720737	0.536132	5.554
526	1075	0.1610212902113904	0.594509	59.643
528	1329	0.0003216923387512	0.808001	82.51
529	1324	0.0864498012249554	0.407291	13.439
52	1416	0.0454314750050938	0.524289	22.889
530	1482	0.0124626693536963	0.827551	73.984
531	129	0.0197651816272438	0.890383	72.474
532	158	0.084575415720052	0.568484	44.819
533	1063	0.0167288283903864	0.728242	29.23
534	550	0.0254945556922959	0.746264	47.643
536	36	0.0291254213146018	0.545312	49.25
538	946	0.1058725602723795	0.469456	1.559
539	947	0.1177797450101417	0.675506	72.405
53	1498	0.0202631040447061	0.72978	55.167
540	412	0.1609278261122357	0.481948	23.582
542	379	0.1266265268475698	0.448468	29.865
543	280	0.0096882161224672	0.692591	64.944
544	730	0.0093366696803279	0.903436	65.0
545	793	0.0135794414889862	0.704438	88.938
547	509	0.0446136239912061	0.558973	15.601
549	65	0.0556308639274554	0.716024	55.057
54	986	0.1379420141351957	0.610296	57.311
550	534	0.0158363382331948	0.746264	47.643
551	1385	0.0312829077503705	0.631056	52.926
552	736	0.070990832031492	0.568619	13.099
553	769	0.0746431012062216	0.51614	33.531
554	676	0.0017125696041549	0.653822	56.496
555	926	0.0064083269995109	0.782236	63.798
556	1260	0.0152425491526475	0.883959	18.013
557	785	0.0144300424706728	0.682355	15.651
558	748	0.0420232517733941	0.513025	25.459
559	795	0.0327030093322146	0.56082	20.812
55	979	0.0049595773005961	0.578055	44.83
560	225	0.0144985867342678	0.652599	43.864
562	230	0.0053754089601543	0.677689	41.84
564	449	0.018901935020524	0.655885	59.412
566	1085	0.0395785869909749	0.623467	69.605
569	1389	0.0644094437067346	0.486271	33.017
570	745	0.1139335496820174	0.510887	22.546
571	820	0.0737707012093889	0.557757	54.791
572	184	0.0013574159438425	0.657197	50.996
573	728	0.0380042073827534	0.68898	21.991
574	743	0.0732580519178415	0.673487	6.788
576	1011	0.0609941396976673	0.611834	34.581
577	1119	0.0031258104599385	0.847065	27.291
578	1229	0.0565434255671232	0.635886	86.335
579	853	0.0131487189225141	0.68574	38.294
57	1282	0.06170304973783	0.661367	55.222
581	400	0.0010861874384849	0.518959	20.024
582	1050	0.0064106931448389	0.610368	32.483
583	1375	0.0081367175441261	0.663478	13.801
586	1341	0.0428101213369674	0.614341	69.286
587	1153	0.0261087853901297	0.496928	4.443
588	1481	0.066747499789524	0.628048	23.248
589	358	0.0212332944918429	0.594095	76.556
58	1218	0.0359953986933246	0.682683	48.377
590	734	0.059995984217424	0.539311	45.686
591	178	0.0155818410161017	0.710016	38.248
592	427	0.0951299394662987	0.527712	29.158
593	1147	0.0105792358980085	0.629645	37.432
594	196	0.0101915559590862	0.661136	48.252
597	1352	0.0458465019952792	0.471722	11.43
598	1124	0.0125808948747181	0.683226	69.675
599	186	0.072347855286184	0.627163	42.84
59	1497	0.0746143212335112	0.393591	8.58
601	205	0.0122655384284231	0.839711	71.308
602	700	0.0520497026278055	0.704021	3.429
603	876	0.0146044697846258	0.705273	9.827
604	1486	0.0340364588620866	0.669263	29.858
606	369	0.0352686503759235	0.765599	46.765
607	1151	0.0154889476954632	0.730977	53.377
609	656	0.0149446565933646	0.746921	84.458
60	1220	0.0013804712601557	0.728659	49.746
610	1487	0.0582728164949391	0.779137	52.803
612	1107	0.0062451469235095	0.663191	19.207
613	475	0.0098405834573577	0.58253	33.187
615	85	0.0967902210279755	0.505395	16.067
616	973	0.0110162022052362	0.795913	76.418
617	1281	0.0377225156481335	0.491956	19.094
618	72	0.0833868181730177	0.490562	7.291
619	1299	0.1775546387471226	0.528874	48.861
61	1256	0.0220414221665993	0.868777	47.227
620	744	0.0035975680258857	0.847494	14.992
621	443	0.0107563599810667	0.676742	67.793
622	281	0.0803266581517076	0.774864	50.947
623	10	0.0526018549394332	0.434776	13.013
624	1144	0.052939926194231	0.751002	70.675
625	673	0.00409817441609	0.737299	12.867
626	779	0.0280255836433363	0.620601	37.694
627	132	0.0555684491153223	0.747312	34.662
628	657	0.0194361092554438	0.569586	49.871
629	1431	0.0683961922457374	0.67682	59.94
62	14	0.0075913991594621	0.721407	23.817
630	504	0.0213345099254564	0.632344	81.016
632	543	0.0270103727656212	0.851453	7.927
633	1153	0.0048472422251646	0.63344	46.423
634	905	0.004181638039145	0.72561	18.481
635	976	0.0777862491193581	0.813558	73.365
638	925	0.0293970625269526	0.789589	85.393
63	1152	0.0906687650652155	0.66844	46.701
640	197	0.0349370458161771	0.659095	41.976
641	1034	0.0293599565007791	0.879834	49.959
642	983	0.0532457051881717	0.598778	65.758
643	1310	0.0251660490482477	0.660224	28.224
646	1447	0.0210309507774433	0.809417	57.718
647	1260	0.1028295418994853	0.489299	5.235
648	302	0.0441479055667218	0.569238	53.082
649	1336	0.1050766039873401	0.725868	38.604
64	37	0.0044917761876608	0.765776	36.124
650	649	0.0593993547927615	0.727998	42.896
651	945	0.0902568429021319	0.496293	18.621
652	241	0.0157330684707921	0.726054	4.495
653	1023	0.0234775269419185	0.564732	25.427
654	1430	0.0104106596507223	0.743132	54.731
655	978	0.0067513071720107	0.744472	39.879
656	1413	0.0322538528845118	0.456272	11.732
657	628	0.0486370573156584	0.569586	49.871
658	779	0.0262050094857663	0.570895	67.486
659	807	0.0238911397964271	0.601746	17.394
65	549	0.1081800560925195	0.716024	55.057
660	274	0.0053550902106965	0.606742	24.285
661	662	0.0419612684830183	0.580971	62.931
663	841	0.0624679449178637	0.757255	70.619
664	116	0.0013156566455784	0.757103	11.73
665	257	0.0041977713928722	0.56286	56.648
666	502	0.0064797215313203	0.484321	17.586
667	158	0.0138261155498697	0.6457	67.673
668	1217	0.0121672326819779	0.565285	29.087
669	1145	0.0882592682224045	0.473734	35.005
66	68	0.0101258914295858	0.791072	63.576
671	22	0.0182214986553597	0.628406	58.448
672	464	0.0013584684862538	0.744734	26.417
673	716	0.0397191556962516	0.621639	36.558
674	957	0.0998954459742872	0.689128	46.464
675	1426	0.0277788279076406	0.78734	57.469
677	1081	0.0062248633143671	0.683969	64.236
678	196	0.0368556742430624	0.511813	27.736
679	1135	0.0161413475078941	0.751905	41.062
67	644	0.0237238010340184	0.705461	29.259
680	202	0.1229751632435044	0.524611	48.92
681	425	0.0918478659884631	0.424388	25.945
682	1472	0.0435502314798015	0.79513	60.713
683	639	0.0005240707672097	0.856069	77.269
684	1412	0.0087844081123372	0.544844	50.298
685	44	0.119967857407676	0.630551	39.836
686	276	0.0225472090462683	0.698384	63.643
687	256	0.0167172567564214	0.598626	63.152
688	222	0.0165822926879045	0.728913	57.164
689	945	0.0634608371776623	0.480399	3.814
68	66	0.0237473362897577	0.791072	63.576
690	1297	0.0296855261343297	0.848869	24.061
691	492	0.0253602673044128	0.650423	38.659
692	447	0.0804517748954403	0.486667	35.467
694	783	0.0385645259700227	0.842585	74.538
695	890	0.0342943393358811	0.847482	17.548
696	265	0.1710175181485788	0.574143	13.78
698	721	0.0974056423377989	0.465585	30.319
699	1153	0.0086516112023379	0.697892	36.771
6	116	0.0116787662079084	0.847982	45.756
700	1135	0.0236245451939421	0.587578	34.351
701	906	0.0275822790398126	0.426098	16.565
703	1353	0.0189002528584863	0.768217	1.072
707	721	0.0459633913163565	0.774189	26.147
708	89	0.0093858448514052	0.860386	78.643
709	1073	0.0222199606986686	0.421759	26.475
70	1360	0.0234510893564723	0.539104	37.136
710	995	0.0313025867442296	0.703109	45.614
711	1266	0.013589076623577	0.502868	23.912
712	1178	0.1279315449940285	0.484809	24.046
715	230	0.060934452862729	0.579238	31.787
716	465	0.0170768546554023	0.591364	80.18
717	259	0.0186110861897599	0.703883	30.776
719	1221	0.0275075272408425	0.809906	16.909
71	1067	0.0690063085460727	0.677917	45.964
721	698	0.032687422749141	0.465585	30.319
722	940	0.0054752673644389	0.625554	24.842
723	1253	0.0004250407450275	0.694607	26.936
724	1463	0.0067681642700336	0.581385	37.499
725	1416	0.0290371393301103	0.708427	14.281
726	187	0.0027530838320134	0.794646	14.538
727	1467	0.0033140453570526	0.632197	31.968
728	762	0.0370369966261859	0.58726	39.605
729	1466	0.0141209726968852	0.536972	19.845
72	618	0.1148628378376793	0.490562	7.291
730	380	0.0124431243740262	0.708062	41.362
731	317	0.0248505691263121	0.793167	58.4
732	1394	0.0049009609310912	0.631583	64.605
734	590	0.1724998289514375	0.539311	45.686
735	1326	0.0022026559221844	0.545797	41.631
736	552	0.2037952370265347	0.568619	13.099
737	382	0.0201783257479783	0.846528	78.16
738	867	0.0365054172252077	0.711602	61.639
739	496	0.0024490070230833	0.790343	66.561
740	354	0.0769138796367725	0.503093	12.422
741	113	0.0070442037437639	0.862592	56.761
742	393	0.0268386024779944	0.713089	36.953
743	574	0.0173482413063971	0.673487	6.788
744	1058	0.0279712817237453	0.766662	30.419
745	570	0.1190062822555902	0.510887	22.546
746	1371	0.0365195068193386	0.550038	19.509
747	192	0.0380258182784957	0.810387	65.251
748	558	0.1078245952165636	0.513025	25.459
749	1094	0.0292013626122832	0.461948	11.538
74	392	0.0901898846359233	0.576892	29.273
750	1097	0.0640803790212927	0.593884	49.7
751	584	0.015255486041318	0.516536	31.968
752	1397	0.0324928649125998	0.708868	70.281
753	1052	0.0254117922972867	0.55699	16.227
754	856	0.1315637849870767	0.488494	25.552
755	494	0.0044861502544692	0.698234	64.941
756	1373	0.003282335177246	0.52943	42.179
757	914	0.0398792229651033	0.741032	73.674
758	1002	0.0221640694086879	0.703628	44.672
759	8	0.0121424921248464	0.877195	71.215
75	350	0.044918175367068	0.671311	66.461
760	70	0.0003076823044329	0.830887	45.983
761	294	0.0693044990093213	0.733356	89.901
762	728	0.0703401043247174	0.58726	39.605
763	419	0.0093713634364406	0.588818	70.944
766	464	0.0106643700489387	0.767834	83.254
767	16	0.0620686127058412	0.570625	50.97
768	398	0.0717989020791382	0.470923	25.889
769	553	0.007755117552328	0.51614	33.531
770	25	0.0220980434918479	0.687314	21.586
771	1425	0.0154040238522286	0.653431	67.365
772	583	0.1168568864300186	0.693788	37.451
773	109	0.0619773446811998	0.608924	59.944
775	910	0.0094366484131804	0.825398	24.325
776	267	0.0811888752116161	0.719955	34.794
777	315	0.0294328459091984	0.725404	25.006
779	658	0.0102992629513276	0.570895	67.486
77	724	0.0001565208246691	0.696241	42.948
780	274	0.0599533686574485	0.544233	23.099
781	590	0.0409136025365998	0.592155	38.209
782	1438	0.0293097583430026	0.545117	28.832
783	694	0.0164661182113772	0.842585	74.538
784	324	0.0277195335518093	0.801351	74.255
786	1036	0.009407077254806	0.720341	35.931
790	55	0.0504743478655862	0.635645	40.221
791	99	0.0518741735013164	0.616496	4.287
792	836	0.0036408030590747	0.789602	37.307
793	669	0.0260577115370878	0.614484	68.357
794	1285	0.018723939943465	0.714322	63.482
795	496	0.0012447066750652	0.5454	23.78
796	27	0.1422842119953763	0.487441	11.123
798	1082	0.0064569715163668	0.772087	81.68
79	1177	0.0262617157740854	0.564276	35.35
7	70	0.0088295280618374	0.657469	51.608
800	299	0.0399665097172821	0.755466	45.302
801	1250	0.0600329397277253	0.493796	48.02
802	305	0.0039467052059459	0.754665	88.601
804	581	0.0080362270935469	0.87518	87.487
806	842	0.0005616226023102	0.665737	59.467
807	659	0.0636064020550024	0.601746	17.394
808	490	0.2125318243551788	0.414976	25.402
809	1365	0.0009436940027356	0.684005	53.856
80	1457	0.0389415225208997	0.403573	27.724
810	182	0.0222012331581343	0.70096	17.659
811	399	0.0085809580276441	0.572842	33.304
812	1369	0.0122522861385944	0.636567	39.085
814	172	0.0149174874416418	0.570341	25.59
815	243	0.1221747533086738	0.653501	15.032
816	511	0.039627993238736	0.538074	16.798
818	659	0.0996631304971865	0.641368	4.286
819	1412	0.1159837380816061	0.69332	52.55
820	571	0.0387221166356813	0.557757	54.791
822	335	0.0473231234465799	0.608786	37.473
823	82	0.0476442024303014	0.579638	27.348
825	1477	0.0524466817397072	0.510935	5.853
827	1195	0.0245923806084221	0.788583	23.024
828	1015	0.0036952311535661	0.687131	71.593
829	1404	0.0682052514678034	0.589768	42.064
82	823	0.0768928342641792	0.579638	27.348
830	473	0.0285873435385225	0.572104	41.69
833	1290	0.0180044481135852	0.782167	26.419
834	1275	0.028607670666459	0.596027	38.994
835	1209	0.0372746032361571	0.664427	41.298
836	792	0.004590228303912	0.789602	37.307
83	1183	0.0501669107792581	0.724547	20.746
841	239	0.0100516274352231	0.624942	63.434
842	242	0.004658158175503	0.603978	40.54
843	1488	0.1953407417141495	0.499715	5.906
844	206	0.0921634479342008	0.485271	20.843
845	38	0.0055666317108105	0.881807	77.155
846	967	0.0235542977033044	0.594307	17.976
849	13	0.0543884814875105	0.777032	47.153
84	111	0.0180975246095565	0.593597	43.325
850	704	2.3240644023394047e-05	0.795738	32.911
851	223	0.0057170922376195	0.832379	51.782
852	1076	0.1732718060741508	0.453333	20.222
853	579	0.0672614718297782	0.68574	38.294
854	1407	0.0138618556651405	0.684316	16.905
855	1104	0.0892999167262652	0.496404	22.911
856	754	0.021013612429787	0.488494	25.552
857	356	0.0606483426373264	0.547251	21.138
858	1478	0.3572873402374456	0.523709	20.779
859	1090	0.0406669178852819	0.549376	64.673
85	615	0.028067363142186	0.505395	16.067
861	250	0.045038121804725	0.565204	40.971
862	1264	0.0193549468353648	0.8483	19.026
864	1434	0.0068032902757025	0.75725	62.516
865	564	0.0395486744737485	0.802996	59.87
866	1267	0.0064100332754851	0.718588	49.617
867	738	0.0116035261570024	0.711602	61.639
868	372	0.0600420270385934	0.621373	38.8
869	1386	0.0081385973020045	0.60323	45.749
86	1216	0.0059030678554046	0.64607	46.098
870	441	0.1104947230059548	0.562318	31.606
871	23	0.0048745219958672	0.782144	22.994
872	855	0.0011489142762837	0.817519	75.628
873	1159	0.0753954630637965	0.467876	23.352
875	676	0.0084519900717548	0.676367	55.668
876	603	0.0678712050075493	0.705273	9.827
877	855	0.0051289370141138	0.714333	38.615
878	1031	0.0201328952372889	0.434064	8.141
881	1184	0.0028523443536267	0.639074	40.422
883	673	0.0487949382558425	0.657444	55.644
885	578	0.0592729129040119	0.641497	46.706
886	1309	0.0829034687768262	0.790964	72.174
887	307	0.0580851661752499	0.689148	52.467
888	1459	0.0644951494744935	0.608566	39.008
88	8	0.0412963587905522	0.606848	51.355
890	695	0.0443702620163111	0.847482	17.548
891	21	0.0278213519434575	0.744311	36.833
893	1071	0.0270993745588751	0.786778	64.253
895	224	0.0072425708312006	0.739048	40.964
896	40	0.0134497602577015	0.621805	41.631
897	513	0.1035672536231687	0.467507	37.745
898	696	0.0797248449886955	0.656231	70.242
899	1219	0.0957345530303029	0.501677	31.726
89	954	0.0105532995198383	0.603068	41.608
8	88	0.0417227391741958	0.606848	51.355
900	1256	0.0093694407557512	0.71766	64.658
901	324	0.0425512108518308	0.79605	77.615
903	336	0.0631521060857973	0.636884	14.49
905	634	0.0109809031131163	0.72561	18.481
906	701	0.1521723475414026	0.426098	16.565
907	1439	0.0165907450418287	0.660675	60.208
908	514	0.0204551876709079	0.618478	70.965
909	935	0.0082536106111959	0.894719	9.105
90	1243	0.0066435440946646	0.679388	77.959
910	372	0.0047976361943485	0.700065	29.993
911	1500	5.185408035469029e-05	0.781496	6.967
913	1415	0.0179027307882615	0.679504	51.176
914	1310	0.0002008076032149	0.653924	70.985
915	351	0.0265730530850401	0.495315	37.606
916	1320	0.0089662516950603	0.649826	52.415
917	1342	0.0501193536319505	0.551514	37.485
918	535	0.0148053153061356	0.684892	64.798
919	1368	0.0493000827646846	0.526298	42.962
91	413	0.0459779729904663	0.756272	88.91
920	971	0.0129740667499973	0.633584	12.177
921	124	0.0393960685149053	0.542136	15.653
922	736	0.0024725246889857	0.682623	70.858
923	1483	0.0336222863170274	0.57646	43.076
924	946	0.1108437117736219	0.784245	70.783
925	383	0.1494728565428084	0.588033	55.569
926	524	0.0185957770616203	0.635768	10.694
927	75	0.0073945289759285	0.853891	31.752
928	1445	0.0081475397389722	0.791125	89.449
929	47	0.0122233726683044	0.773992	82.846
92	1468	0.0239809443241201	0.438295	16.176
930	374	0.0119327417215	0.591604	36.304
931	439	0.0650705758761675	0.455084	18.546
935	1078	0.0197148653061622	0.696368	31.051
936	1105	0.0075419630120555	0.815036	47.226
938	1420	0.0244313874233792	0.439896	36.875
939	1197	0.0310792626939943	0.631358	28.727
93	230	0.0207471579232522	0.760769	26.462
940	1113	0.0106563592072055	0.596477	6.56
941	1161	0.0655226347822761	0.717887	47.573
942	1356	0.0342546841336081	0.681823	44.72
944	128	0.0107119278335048	0.643421	70.637
945	689	0.0133523895417583	0.480399	3.814
946	538	0.0470501584630719	0.469456	1.559
947	762	0.135177698064055	0.609964	59.202
948	1244	0.0875725330407248	0.553468	56.23
949	311	0.0185426103752656	0.506355	23.783
94	498	0.0121152937565077	0.588433	25.372
950	948	0.1006917764780847	0.634625	23.816
951	636	0.1273166146525257	0.550802	21.592
953	537	0.0040408944231748	0.514943	34.328
954	538	0.07392411055369	0.549374	43.011
955	337	0.0309233189853845	0.577024	39.506
956	1256	0.0446163535283709	0.881386	26.412
957	674	0.198909542691661	0.689128	46.464
959	248	0.0682842754365913	0.560246	22.223
95	203	0.0212448507817321	0.529985	20.58
960	238	0.0163736535688657	0.588491	13.351
964	249	0.0082571697426891	0.651595	43.834
965	286	0.0865083182021355	0.5735	47.85
966	953	0.038093785474672	0.621098	38.48
967	846	0.0132714369799022	0.594307	17.976
968	1007	0.0098101860326224	0.641103	22.667
96	1303	0.0318889583067419	0.757363	76.645
970	1200	0.0412112725047093	0.467502	15.924
971	920	0.0250076002976313	0.633584	12.177
972	285	0.0278801445286505	0.828699	48.359
973	390	0.0017823464581066	0.598772	30.57
975	252	0.0519112706624584	0.690722	14.654
978	42	0.035661880773768	0.72764	51.73
979	55	0.0116744549537349	0.578055	44.83
980	1491	0.023705610747689	0.659363	69.853
981	1498	0.0464192945497123	0.476474	28.973
982	1313	0.009814032395993	0.538762	40.293
983	642	0.0684490059158452	0.598778	65.758
985	349	0.0312250346080328	0.471104	27.486
986	54	0.0581705422977552	0.610296	57.311
987	698	0.0738445329179453	0.466881	17.059
988	193	0.0068777100915943	0.735735	62.549
989	12	0.0601707178460442	0.68856	14.495
98	151	0.0411099856995799	0.478766	17.597
990	193	0.0454078460062672	0.70934	48.032
991	377	0.0187780919098207	0.687104	88.429
992	1130	0.0787893306816299	0.556881	35.49
994	255	0.0079813360920416	0.610626	73.939
995	710	0.0916546641215776	0.703109	45.614
996	1313	0.0633148803830257	0.59008	37.019
998	195	0.0375769300160196	0.797371	67.545
999	1083	0.0047921320725694	0.756644	49.23
99	791	0.1203480267345873	0.616496	4.287
9	1332	0.0354981416709866	0.595113	82.967
